"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales"
"282","Making History: The Great War","Wii","2010","Strategy","Namco Bandai Games","0","0","0.15","0"
"283","Chibi-Robo! Zip Lash","3DS","2015","Platform","Nintendo","0.09","0.08","0.06","0.02"
"284","Bolt","PS3","2008","Adventure","Disney Interactive Studios","0.12","0.05","0","0.02"
"285","Soldier of Fortune II: Double Helix","XB","2003","Shooter","Activision","0.17","0.05","0","0.01"
"286","1942","NES","1985","Shooter","Capcom","0.65","0.14","0.21","0"
"287","Alvin and the Chipmunks: Chipwrecked","X360","2011","Misc","505 Games","0.08","0.01","0","0.01"
"288","Tony Hawk's Underground 2","GBA","2004","Sports","Activision","0.35","0.13","0","0.01"
"289","Slam Dunk SD Heat Up!!","SNES","1995","Sports","Namco Bandai Games","0","0","0.05","0"
"290","Cabela's Dangerous Hunts: Ultimate Challenge","PSP","2006","Sports","Activision Value","0.06","0","0","0"
"291","FIFA Soccer 2005","GC","2004","Sports","Electronic Arts","0.11","0.03","0","0"
"292","Apollo Justice: Ace Attorney","DS","2007","Adventure","Capcom","0.32","0.06","0.64","0.04"
"293","NCAA Football 06","PS2","2005","Sports","Electronic Arts","1.53","0.05","0","0.25"
"294","Dark Messiah of Might and Magic Elements","X360","2008","Role-Playing","Ubisoft","0.16","0.02","0.01","0.02"
"295","Samurai Shodown Sen","X360","2009","Fighting","Rising Star Games","0.07","0.01","0","0.01"
"296","Yourself Fitness","XB","2004","Sports","responDESIGN","0.07","0.02","0","0"
"297","Global Touring Challenge: Africa","PS2","2001","Racing","Rage Software","0.05","0.04","0","0.01"
"298","Tomb Raider: Anniversary","X360","2007","Action","Eidos Interactive","0.12","0.23","0","0.05"
"299","PQ: Practical Intelligence Quotient","PSP","2005","Puzzle","D3Publisher","0.07","0","0","0.01"
"300","Lotus Challenge","GC","2004","Racing","Ignition Entertainment","0.01","0","0","0"
"301","SpongeBob: HeroPants","X360","2015","Platform","Activision","0.08","0","0","0.01"
"302","Are You Smarter Than a 5th Grader? Back to School","DS","2010","Misc","THQ","0.08","0","0","0.01"
"303","Crazy Taxi 2","DC","2001","Racing","Sega","0","0","0.07","0"
"304","Panzer Dragoon","SAT","1995","Shooter","Sega","0","0","0.37","0"
"305","Kung Fu Panda: Showdown of Legendary Legends","PS3","15","Action","Little Orbit","0","0.02","0","0"
"306","Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)","PS3","2007","Action","Activision","0.32","0.04","0.01","0.04"
"307","Neverwinter Nights 2","PC","2006","Role-Playing","Atari","0","0.02","0","0"
"308","Aria: The Origination ~Aoi Wakusei no El Cielo~","PS2","2008","Adventure","Alchemist","0","0","0.02","0"
"309","Warriors Orochi 2","PSP","2008","Action","Tecmo Koei","0.06","0","0.22","0.01"
"310","Viz","N64","1998","Racing","Acclaim Entertainment","0.23","0.06","0","0"
"311","Activision Anthology","GBA","2003","Misc","Activision","0.03","0.01","0","0"
"312","The Crew","XOne","2014","Racing","Ubisoft","0.24","0.34","0","0.05"
"313","Cabela's Dangerous Hunts 2011","Wii","2010","Sports","Activision","0.53","0.02","0","0.04"
"314","Syndicate","X360","2012","Shooter","Electronic Arts","0.1","0.06","0","0.02"
"315","CSI: Fatal Conspiracy","PC","2010","Adventure","Ubisoft","0","0.03","0","0.01"
"316","Max Payne 2: The Fall of Max Payne","PC","2003","Shooter","Take-Two Interactive","0","0.02","0","0"
"317","Soma Bringer","DS","2008","Role-Playing","Nintendo","0","0","0.11","0"
"318","Harvest Moon: Magical Melody","GC","2005","Simulation","Ubisoft","0.19","0.05","0","0.01"
"319","Criminal Girls 2","PSV","2015","Role-Playing","Nippon Ichi Software","0","0","0.03","0"
"320","Time Crisis: Project Titan","PS","2001","Shooter","Namco Bandai Games","0.03","0.02","0","0"
"321","50 Cent: Bulletproof","PSP","2006","Action","Vivendi Games","0.08","0","0","0.01"
"322","de Blob 2","Wii","2011","Platform","THQ","0.11","0.06","0","0.02"
"323","The Urbz: Sims in the City","GBA","2004","Simulation","Electronic Arts","0.37","0.22","0","0.03"
"324","And1 Streetball","PS2","2006","Action","Ubisoft","0.13","0.1","0","0.03"
"325","Sonic Adventure","DC","1998","Platform","Sega","1.26","0.61","0.46","0.08"
"326","Peter Jacobsen's Golden Tee Golf","PS","2000","Sports","Infogrames","0.07","0.05","0","0.01"
"327","Naruto: Ninja Council 3","DS","2006","Action","D3Publisher","0.39","0","0","0.03"
"328","FIFA 15","PC","2014","Sports","Electronic Arts","0","0.27","0","0.03"
"329","WWE '13","Wii","2012","Action","THQ","0.12","0.02","0","0.01"
"330","The Amazing Spider-Man 2 (2014)","WiiU","2014","Action","Activision","0.03","0.02","0","0"
"331","Katekyoo Hitman Reborn! Kindan no Yami no Delta","Wii","2008","Action","Marvelous Interactive","0","0","0.01","0"
"332","Jackie Chan: Stuntmaster","PS","1999","Action","Sony Computer Entertainment","0.12","0.08","0","0.01"
"333","Coronation Street: The Mystery of the Missing Hotpot Recipe","PC","2011","Adventure","Avanquest","0","0.01","0","0"
"334","Where the Wild Things Are","X360","2009","Platform","Warner Bros. Interactive Entertainment","0.1","0","0","0.01"
"335","Fallout: New Vegas","PC","2010","Role-Playing","Bethesda Softworks","0.58","0.45","0","0.14"
"336","Fantastic Four","PS","1997","Action","Acclaim Entertainment","0.04","0.03","0","0"
"337","Army Men: Sarge's War","GC","2004","Shooter","Global Star","0.12","0.03","0","0"
"338","Uppers","PSV","2016","Action","Marvelous Entertainment","0","0","0.01","0"
"339","Mass Effect 3","X360","2012","Role-Playing","Electronic Arts","1.94","0.86","0.03","0.24"
"340","Famicom Mini: Star Soldier","GBA","2004","Shooter","Nintendo","0","0","0.08","0"
"341","Fate/Stay Night [Réalta Nua]","PS2","2007","Adventure","Kadokawa Shoten","0","0","0.17","0"
"342","Fisherman's Challenge","PS2","2003","Sports","Konami Digital Entertainment","0.02","0.02","0","0.01"
"343","Record of Agarest War","X360","2008","Role-Playing","Compile Heart","0.18","0","0.01","0.01"
"344","NBA 2K12","X360","2011","Sports","Take-Two Interactive","2.31","0.14","0.01","0.16"
"345","The Chronicles of Narnia: Prince Caspian","DS","2008","Action","Disney Interactive Studios","0.19","0.01","0","0.02"
"346","Kikou Heidan J-Phoenix","PS2","2001","Action","Takara","0","0","0.06","0"
"347","Super Bomberman","SNES","1992","Puzzle","Hudson Soft","0","0","0.57","0"
"348","SingStar Queen","PS3","2009","Misc","Sony Computer Entertainment","0.11","0.26","0","0.08"
"349","Vanark","PS","1999","Shooter","Jaleco","0.01","0.01","0","0"
"350","99 no Namida","DS","2008","Adventure","Namco Bandai Games","0","0","0.04","0"
"351","3 in 1: Solitaire, Mahjong & Tangram","DS","2010","Misc","Deep Silver","0","0.07","0","0.01"
"352","PAC-MAN and the Ghostly Adventures","3DS","2013","Platform","Namco Bandai Games","0.05","0.04","0","0.01"
"353","Samurai Warriors: Xtreme Legends","PS2","2004","Action","Tecmo Koei","0.04","0.03","0.36","0.01"
"354","All-Pro Football 2K8","PS3","2007","Sports","Take-Two Interactive","0.14","0","0","0.01"
"355","Jikkyou Powerful Pro Yakyuu Wii Ketteiban","Wii","2007","Sports","Konami Digital Entertainment","0","0","0.03","0"
"356","The Darkness II","X360","2012","Shooter","Take-Two Interactive","0.24","0.12","0","0.03"
"357","Street Fighter V","PC","2016","Fighting","Capcom","0","0.05","0","0"
"358","Spider-Man 2: Enter: Electro","PS","2001","Action","Activision","0.57","0.87","0.02","0.09"
"359","Majesty 2: The Fantasy Kingdom Sim","X360","N/A","Simulation","Unknown","0.03","0","0","0"
"360","Rayman 3: Hoodlum Havoc","GC","2003","Platform","Ubisoft","0.05","0.01","0","0"
"361","Muv-Luv Alternative: Total Eclipse","PS3","2013","Simulation","5pb","0","0","0.03","0"
"362","Rush 2: Extreme Racing USA","N64","1998","Racing","Midway Games","0.35","0.06","0","0"
"363","Full House Kiss 2","PS2","2006","Adventure","Capcom","0","0","0.02","0"
"364","Super Real Mahjong P V","SAT","1995","Misc","Seta Corporation","0","0","0.19","0"
"365","Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV","SAT","1997","Role-Playing","Hudson Soft","0","0","0.26","0"
"366","Tiger Woods PGA Tour 2005","PS2","2004","Sports","Electronic Arts","1.03","0.32","0","0.09"
"367","Mad Max (2015)","XOne","2015","Action","Warner Bros. Interactive Entertainment","0.26","0.16","0","0.04"
"368","The Sims 2","DS","2005","Simulation","Electronic Arts","0.82","0.07","0","0.07"
"369","Deus Ex: The Conspiracy","PS2","2002","Action","Eidos Interactive","0.1","0.08","0","0.03"
"370","Mashiro Iro Symphony: *mutsu-no-hana","PSP","2011","Adventure","Comfort","0","0","0.03","0"
"371","Petz Rescue: Wildlife Vet","Wii","2008","Simulation","Ubisoft","0.21","0","0","0.02"
"372","FIFA: Road to World Cup 98","PS","1997","Sports","Electronic Arts","0.14","0.09","0.46","0.05"
"373","Rugrats in Paris: The Movie","N64","2000","Action","THQ","0.4","0.09","0","0.01"
"374","SimCity","SNES","1991","Simulation","Nintendo","0.93","0.27","0.75","0.04"
"375","Guitar Hero: Smash Hits","Wii","2009","Misc","Activision","0.33","0.21","0","0.06"
"376","WarJetz","PS2","2001","Shooter","3DO","0.02","0.02","0","0.01"
"377","The Suite Life of Zack & Cody: Tipton Trouble","DS","2006","Action","Disney Interactive Studios","0.23","0","0","0.02"
"378","Saints Row IV","PS3","2013","Action","Deep Silver","0.56","0.44","0.09","0.21"
"379","Dragon Age: Origins","PS3","2009","Role-Playing","Electronic Arts","0.96","0.44","0.08","0.22"
"380","Wrath Unleashed","PS2","2004","Strategy","LucasArts","0.04","0.03","0","0.01"
"381","Tiger Woods PGA Tour 13","X360","2012","Sports","Electronic Arts","0.29","0.18","0","0.04"
"382","Demolition Racer","PS","1998","Racing","Infogrames","0.17","0.12","0","0.02"
"383","Gadget Racers (PAL)","PS2","2002","Racing","Zoo Digital Publishing","0","0","0.02","0"
"384","Madden NFL 07","GC","2006","Sports","Electronic Arts","0.48","0.13","0","0.02"
"385","Mario & Sonic at the Olympic Games","DS","2008","Sports","Sega","1.64","2.48","0.44","0.58"
"386","G-Force","PS3","2009","Action","Disney Interactive Studios","0.13","0.06","0","0.03"
"387","Sigma Star Saga","GBA","2005","Role-Playing","Atari","0.04","0.01","0","0"
"388","Gummy Bears Mini Golf","Wii","2010","Sports","Unknown","0.04","0","0","0"
"389","Kingdom Hearts Re:coded","DS","2010","Role-Playing","Square Enix","0.56","0.1","0.27","0.05"
"390","Zyuden Sentai Kyoryuger: Game de Gaburincho!!","3DS","2013","Action","Namco Bandai Games","0","0","0.05","0"
"391","Aikatsu! 2-nin no My Princess","3DS","2013","Action","Namco Bandai Games","0","0","0.26","0"
"392","Scooby-Doo! and the Spooky Swamp","DS","2010","Action","Warner Bros. Interactive Entertainment","0.26","0.1","0","0.03"
"393","War Gods","PS","1996","Fighting","GT Interactive","0.01","0.01","0","0"
"394","Need for Speed Underground","GC","2003","Racing","Electronic Arts","0.69","0.48","0.01","0.03"
"395","Kanon","DC","2000","Adventure","NEC Interchannel","0","0","0.06","0"
"396","The Settlers II 10th Anniversary","PC","2006","Action","Ubisoft","0","0.02","0","0"
"397","World Racing","XB","2003","Racing","TDK Mediactive","0.05","0.01","0","0"
"398","Wild ARMs 5 (jp sales)","PS2","2006","Role-Playing","505 Games","0","0","0.12","0"
"399","Onimusha Tactics","GBA","2003","Strategy","Capcom","0.06","0.02","0","0"
"400","The Dog Island","PS2","2007","Adventure","Ubisoft","0.13","0.1","0","30K"
"401","Left 4 Dead","PC","2008","Shooter","Electronic Arts","0","0.02","0","0"
"402","The King of Fighters NeoWave","XB","2006","Fighting","SNK Playmore","0.02","0","0","0"
"403","Harry Potter and the Goblet of Fire","DS","2005","Action","Electronic Arts","0.21","0.02","0","0.02"
"404","World Destruction League: Thunder Tanks","PS","2000","Action","3DO","0.09","0.06","0","0.01"
"405","Syberia","DS","2008","Action","Mindscape","0.1","0.02","0","0.01"
"406","Monster Hunter Freedom 2","PS3","2011","Role-Playing","Capcom","0","0","0.5","0"
"407","JoJo's Bizarre Adventure: All Star Battle","3DS","2012","Fighting","Take-Two Interactive","0.06","0","0","0"
"408","Evil Dead: Regeneration","XB","2005","Action","THQ","0.06","0.02","0","0"
"409","NBA Ballers","XB","2004","","Midway Games","0.37","0.11","0","0.02"
"410","Hot Wheels: Stunt Track Challenge","XB","2004","Racing","THQ","0.08","0.02","0","0"
"411","Mass Effect Trilogy","PS3","2012","Action","Electronic Arts","0.37","0","0","0.04"
"412","One Piece: Pirate Warriors 3","PS3","2015","Action","Namco Bandai Games","0","0.09","0.19","0.01"
"413","Frogger Beyond","XB","2002","Platform","Konami Digital Entertainment","0.06","0.02","0","0"
"414","Date A Live: Rine Utopia","PS3","2013","Adventure","Compile Heart","0","0","0.04","0"
"415","Centipede: Infestation","Wii","2011","Shooter","Atari","0.06","0","0","0"
"416","Shin Nippon Pro Wrestling: Toukon Retsuden 3","PS","1998","Fighting","Tomy Corporation","0","0","0.21","0.01"
"417","Mega Man Battle Network 6: Cybeast Falzar / Gregar","GBA","2005","Role-Playing","Capcom","0.09","0.03","0.62","0.02"
"418","GA - Geijutsuka Art Design Class: Slapstick Wonder Land","PSP","2010","Adventure","Russel","0","0","0.02","0"
"419","The Oregon Trail","3DS","2011","Simulation","Crave Entertainment","0.12","0","0","0.01"
"420","Sonic Riders: Zero Gravity","Wii","2008","Racing","Sega","0.5","0.32","0.02","0.1"
"421","Exstetra","PSV","2013","Role-Playing","FuRyu","0","0","0.03","0"
"422","Pac-Man & Galaga Dimensions","3DS","2011","Misc","Namco Bandai Games","0.1","0.04","0.04","0.01"
"423","Shrek the Third","PS2","2007","Action","Activision","0.4","0.02","0","0.07"
"424","Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru","PSV","2016","Action","dramatic create","0","0","0.01","0"
"425","The Witcher: Enhanced Edition","PC","2008","Role-Playing","Atari","0.32","0.01","0","0"
"426","Rec Room Games","DS","2011","Sports","Destineer","0.07","0","0","0"
"427","Mario Party","N64","1998","Misc","Nintendo","1.25","0.53","0.87","0.05"
"428","FIFA Street","GC","2005","Sports","Electronic Arts","0.04","0.01","0","0"
"429","Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B","DS","2007","Misc","Namco Bandai Games","0","0","0.12","0"
"430","Monster Jam: Urban Assault","Wii","2008","Racing","Activision","0.39","0","0","0.03"
"431","Famista 64","N64","N/A","Sports","Namco Bandai Games","0","0","0.17","0.03"
"432","WSC Real 11: World Snooker Championship","PS3","2011","Sports","Koch Media","0","0.07","0","0.02"
"433","Sitting Ducks","GBA","2003","Platform","LSP Games","0.02","0.01","0","0"
"434","Vacation Isle: Beach Party","Wii","2010","Misc","Warner Bros. Interactive Entertainment","0.09","0.02","0","0.01"
"435","Mafia","PC","2002","Action","Take-Two Interactive","0","0.04","0","0.01"
"436","Casper","GBA","2002","Adventure","Microids","0.01","0","0","0"
"437","Adidas Power Soccer 98","PS","1998","Sports","Psygnosis","0.01","0.01","0","0"
"438","Atelier Sophie: The Alchemist of the Mysterious Book","PS3","2015","Role-Playing","Tecmo Koei","0","0","0.03","0"
"439","Super Baseball Simulator 1.000","SNES","1991","Sports","Culture Brain","0","0","0.2","0"
"440","Walt Disney's The Jungle Book: Rhythm N'Groove","PS","2000","Misc","Sony Computer Entertainment","0.05","0.03","0","0.01"
"441","WWII Aces","Wii","2008","Simulation","Destineer","0.27","0","0","0.02"
"442","Irritating Stick","PS","1998","Action","Saurus","0.01","0.01","0","0"
"443","Time Crisis 3","PS2","2003","Shooter","Namco Bandai Games","0.3","0.23","0","0.08"
"444","U-Sing  2","Wii","2010","Misc","Mindscape","0","0.08","0","0.01"
"445","The Thing","PS2","2002","Adventure","Vivendi Games","0.22","0.17","0","0.06"
"446","Gears of War: Judgment","X360","2013","Shooter","Microsoft Game Studios","0.92","0.53","0.03","0.13"
"447","NASCAR 2005: Chase for the Cup","PS2","2004","Racing","Electronic Arts","0.69","0.54","0","0.18"
"448","Medal of Honor: Warfighter","X360","2012","Action","Electronic Arts","0.58M","0.47","0.01","0.1"
"449","WWE 2K15","XOne","2014","Sports","Take-Two Interactive","0.28","0.23","0","0.04"
"450","Fortune Street","Wii","2011","Misc","Nintendo","0.27","0.04","0.17","0.02"
"451","Star Wars: Battlefront","XB","2004","Shooter","Activision","1.24","0.45","0","0.07"
"452","Dog's Life","PS2","2003","Adventure","Sony Computer Entertainment","0.21","0.16","0","0.05"
"453","TOCA Race Driver 3","XB","2006","Racing","Codemasters","0.03","0.01","0","0"
"454","Pachitte Chonmage Tatsujin 12: Pachinko Ultraman","PS2","2007","Misc","Hackberry","0","0","0.03","0"
"455","Disney's Treasure Planet","PS2","2002","Action","Sony Computer Entertainment","0.16","0.13","0","0.04"
"456","Greg Hastings' Tournament Paintball","XB","2004","Shooter","Activision","0.46","0.06","0","0.02"
"457","FIFA 14","XOne","2013","Sports","Electronic Arts","0.41","0.66","0","0.12"
"458","Hunted: The Demon's Forge","X360","2011","Action","Bethesda Softworks","0.13","0.07","0","0.02"
"459","F1 2010","PS3","2010","Racing","Codemasters","0.25M","0.76","0.08","0.27"
"460","Renai 0 Kilometer","PSP","2013","Adventure","Alchemist","0","0","0.03","0"
"461","Spider-Man: The Movie","GC","2002","Action","Activision","0.86","0.27M","0.01","0.04"
"462","Conker's Bad Fur Day","N64","2001","Platform","THQ","0.53","0.22","0","0.02"
"463","Mario's Picross","GB","1995","Puzzle","Nintendo","0","0","0.62","0"
"464","Armored Core 2","PS2","2000","Simulation","Ubisoft","0.28","0.22","0.23","0.07"
"465","Rapala Fishing Frenzy 2009","PS3","2008","Sports","Activision","0.16","0","0","0.01"
"466","Let's Sing 2016","PS4","2015","Action","FuRyu Corporation","0.02","0","0","0.01"
"467","Baseball","NES","1983","Sports","Nintendo","0.73","0.1","2.35","0.02"
"468","Resident Evil: Operation Raccoon City","X360","2012","Action","Capcom","0.55","0.15M","0.03","0.06"
"469","SimCity 2000","GBA","2003","Simulation","Zoo Digital Publishing","0.08","0.03","0","0"
"470","Geometry Wars: Galaxies","Wii","2007","Shooter","Vivendi Games","0.11","0","0","0.01"
"471","Super Robot Spirits","N64","1998","Fighting","Banpresto","0","0","0.04","0.03"
"472","Superman: Shadow of Apokolips","GC","2003","Action","Atari","0.06","0.02","0","0"
"473","FIFA Street 2","PS2","2006","Sports","Electronic Arts","0.17","0.13","0.02","0.04"
"474","Full Auto 2: Battlelines","PSP","2007","Racing","Sega","0","0.01","0","0"
"475","Call of Duty: Advanced Warfare","PS3","2014","Shooter","Activision","1.54","1.94","0.19","0.77"
"476","Maken Shao: Demon Sword","PS2","2001","Action","Midas Interactive Entertainment","0","0","0.04","0"
