,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
252,Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0.01,0.0,0.01,0.15000000000000002
253,Koudelka,PS,1999,Role-Playing,Atari,0.05,0.03,0.0,0.01,0.09
254,Body Harvest,N64,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0,0.2
255,Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01
256,Pokemon Trozei!,DS,2005,Puzzle,Nintendo,0.26,0.0,0.31,0.02,0.5900000000000001
257,Mario Golf,N64,1999,Action,Nintendo,0.62,0.18,0.65,0.02,1.4700000000000002
258,Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
259,Up,PSP,2009,Action,THQ,0.24,0.1,0.0,0.07,0.41
260,Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
261,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23
262,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2
263,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.78
264,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008,Adventure,Capcom,0.0,0.0,0.01,0.0,0.01
265,Ape Escape: Pumped & Primed,PS2,2004,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08
266,Just Dance Wii U,WiiU,2014,Misc,Nintendo,0.0,0.0,0.09,0.0,0.09
267,SimCity 2000,SAT,1994,Simulation,Sega,0.0,0.0,0.28,0.0,0.28
268,Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,0.0,0.02,0.0,0.0,0.02
269,Glover,PS,1999,Platform,Atari,0.09,0.06,0.0,0.01,0.16
270,The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.09
271,NBA 2K12,PSP,2011,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03,0.28
272,Ping Pals,DS,2004,Misc,THQ,0.1,0.0,0.0,0.01,0.11
275,NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.37
276,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41
277,One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,0.09,0.12,0.06,0.05,0.32
278,Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06
279,Iron Chef America: Supreme Cuisine,DS,2008,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19
280,The Incredibles: Rise of the Underminer,XB,2005,Action,THQ,0.06,0.02,0.0,0.0,0.08
281,Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.03
282,Making History: The Great War,Wii,2010,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
283,Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24999999999999997
284,Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.05,0.0,0.02,0.18999999999999997
285,Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0.0,0.01,0.23000000000000004
286,1942,NES,1985,Shooter,Capcom,0.65,0.14,0.21,0.0,1.0
287,Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.08,0.01,0.0,0.01,0.09999999999999999
288,Tony Hawk's Underground 2,GBA,2004,Sports,Activision,0.35,0.13,0.0,0.01,0.49
289,Slam Dunk SD Heat Up!!,SNES,1995,Sports,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
290,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06
291,FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
292,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06
293,NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.83
294,Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.21
295,Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0.07,0.01,0.0,0.01,0.09
296,Yourself Fitness,XB,2004,Sports,responDESIGN,0.07,0.02,0.0,0.0,0.09000000000000001
297,Global Touring Challenge: Africa,PS2,2001,Racing,Rage Software,0.05,0.04,0.0,0.01,0.09999999999999999
298,Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.39999999999999997
299,PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08
300,Lotus Challenge,GC,2004,Racing,Ignition Entertainment,0.01,0.0,0.0,0.0,0.01
301,SpongeBob: HeroPants,X360,2015,Platform,Activision,0.08,0.0,0.0,0.01,0.09
302,Are You Smarter Than a 5th Grader? Back to School,DS,2010,Misc,THQ,0.08,0.0,0.0,0.01,0.09
303,Crazy Taxi 2,DC,2001,Racing,Sega,0.0,0.0,0.07,0.0,0.07
304,Panzer Dragoon,SAT,1995,Shooter,Sega,0.0,0.0,0.37,0.0,0.37
305,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02
306,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,Action,Activision,0.32,0.04,0.01,0.04,0.41
307,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
308,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
309,Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,0.06,0.0,0.22,0.01,0.29000000000000004
310,Viz,N64,1998,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.0,0.29000000000000004
311,Activision Anthology,GBA,2003,Misc,Activision,0.03,0.01,0.0,0.0,0.04
312,The Crew,XOne,2014,Racing,Ubisoft,0.24,0.34,0.0,0.05,0.6300000000000001
313,Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,0.53,0.02,0.0,0.04,0.5900000000000001
314,Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18
315,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04
316,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
317,Soma Bringer,DS,2008,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
318,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.25
319,Criminal Girls 2,PSV,2015,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
320,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05
321,50 Cent: Bulletproof,PSP,2006,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09
322,de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0.0,0.02,0.18999999999999997
323,The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62
324,And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0.0,0.03,0.26
325,Sonic Adventure,DC,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.41
326,Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13
327,Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42000000000000004
328,FIFA 15,PC,2014,Sports,Electronic Arts,0.0,0.27,0.0,0.03,0.30000000000000004
329,WWE '13,Wii,2012,Action,THQ,0.12,0.02,0.0,0.01,0.15
330,The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.03,0.02,0.0,0.0,0.05
331,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
332,Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.21000000000000002
333,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest,0.0,0.01,0.0,0.0,0.01
334,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
335,Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.17
336,Fantastic Four,PS,1997,Action,Acclaim Entertainment,0.04,0.03,0.0,0.0,0.07
337,Army Men: Sarge's War,GC,2004,Shooter,Global Star,0.12,0.03,0.0,0.0,0.15
338,Uppers,PSV,2016,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01
339,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.0699999999999994
340,Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo,0.0,0.0,0.08,0.0,0.08
341,Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17
342,Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.05
343,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2
344,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
345,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.22
346,Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0.0,0.0,0.06,0.0,0.06
347,Super Bomberman,SNES,1992,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57
348,SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.26,0.0,0.08,0.45
349,Vanark,PS,1999,Shooter,Jaleco,0.01,0.01,0.0,0.0,0.02
350,99 no Namida,DS,2008,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
351,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010,Misc,Deep Silver,0.0,0.07,0.0,0.01,0.08
352,PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Namco Bandai Games,0.05,0.04,0.0,0.01,0.09999999999999999
353,Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,0.04,0.03,0.36,0.01,0.44
354,All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15000000000000002
355,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
356,The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.12,0.0,0.03,0.39
357,Street Fighter V,PC,2016,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05
358,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,0.57,0.87,0.02,0.09,1.55
360,Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.060000000000000005
361,Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0.0,0.0,0.03,0.0,0.03
362,Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,0.35,0.06,0.0,0.0,0.41
363,Full House Kiss 2,PS2,2006,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02
364,Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,0.0,0.0,0.19,0.0,0.19
365,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,0.0,0.0,0.26,0.0,0.26
366,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0.0,0.09,1.4400000000000002
367,Mad Max (2015),XOne,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0.0,0.04,0.46
368,The Sims 2,DS,2005,Simulation,Electronic Arts,0.82,0.07,0.0,0.07,0.96
369,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21
370,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0.0,0.0,0.03,0.0,0.03
371,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,0.21,0.0,0.0,0.02,0.22999999999999998
372,FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.7400000000000001
373,Rugrats in Paris: The Movie,N64,2000,Action,THQ,0.4,0.09,0.0,0.01,0.5
374,SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.9900000000000002
375,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.33,0.21,0.0,0.06,0.6000000000000001
376,WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.05
377,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,0.23,0.0,0.0,0.02,0.25
378,Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.44,0.09,0.21,1.3
379,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.7
380,Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.08
381,Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51
382,Demolition Racer,PS,1998,Racing,Infogrames,0.17,0.12,0.0,0.02,0.31000000000000005
383,Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,0.0,0.0,0.02,0.0,0.02
384,Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.63
385,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.64,2.48,0.44,0.58,5.140000000000001
386,G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22
387,Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05
388,Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0.0,0.0,0.0,0.04
389,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.56,0.1,0.27,0.05,0.9800000000000001
390,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
391,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
392,Scooby-Doo! and the Spooky Swamp,DS,2010,Action,Warner Bros. Interactive Entertainment,0.26,0.1,0.0,0.03,0.39
393,War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.02
394,Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21
395,Kanon,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06
396,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02
397,World Racing,XB,2003,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.060000000000000005
398,Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0.0,0.0,0.12,0.0,0.12
399,Onimusha Tactics,GBA,2003,Strategy,Capcom,0.06,0.02,0.0,0.0,0.08
400,The Dog Island,PS2,2007,Adventure,Ubisoft,0.13,0.1,0.0,0.03,0.26
401,Left 4 Dead,PC,2008,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
402,The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,0.02,0.0,0.0,0.0,0.02
403,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24999999999999997
404,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0.0,0.01,0.16
405,Syberia,DS,2008,Action,Mindscape,0.1,0.02,0.0,0.01,0.13
406,Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0.0,0.0,0.5,0.0,0.5
407,JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06
408,Evil Dead: Regeneration,XB,2005,Action,THQ,0.06,0.02,0.0,0.0,0.08
410,Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0.0,0.0,0.1
411,Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.37,0.0,0.0,0.04,0.41
412,One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0.0,0.09,0.19,0.01,0.29000000000000004
413,Frogger Beyond,XB,2002,Platform,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08
414,Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04
415,Centipede: Infestation,Wii,2011,Shooter,Atari,0.06,0.0,0.0,0.0,0.06
416,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.22
417,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76
418,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0.0,0.0,0.02,0.0,0.02
419,The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.12,0.0,0.0,0.01,0.13
420,Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.9400000000000001
421,Exstetra,PSV,2013,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03
422,Pac-Man & Galaga Dimensions,3DS,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19000000000000003
423,Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0.0,0.07,0.49000000000000005
424,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0.0,0.0,0.01,0.0,0.01
425,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.33
426,Rec Room Games,DS,2011,Sports,Destineer,0.07,0.0,0.0,0.0,0.07
427,Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.6999999999999997
428,FIFA Street,GC,2005,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
429,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
430,Monster Jam: Urban Assault,Wii,2008,Racing,Activision,0.39,0.0,0.0,0.03,0.42000000000000004
432,WSC Real 11: World Snooker Championship,PS3,2011,Sports,Koch Media,0.0,0.07,0.0,0.02,0.09000000000000001
433,Sitting Ducks,GBA,2003,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03
434,Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12
435,Mafia,PC,2002,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05
436,Casper,GBA,2002,Adventure,Microids,0.01,0.0,0.0,0.0,0.01
437,Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,0.01,0.01,0.0,0.0,0.02
438,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
439,Super Baseball Simulator 1.000,SNES,1991,Sports,Culture Brain,0.0,0.0,0.2,0.0,0.2
440,Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000,Misc,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.09
441,WWII Aces,Wii,2008,Simulation,Destineer,0.27,0.0,0.0,0.02,0.29000000000000004
442,Irritating Stick,PS,1998,Action,Saurus,0.01,0.01,0.0,0.0,0.02
443,Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61
444,U-Sing  2,Wii,2010,Misc,Mindscape,0.0,0.08,0.0,0.01,0.09
445,The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.45
446,Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.6100000000000003
447,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41
448,Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,0.58,0.47,0.01,0.1,1.16
449,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.28,0.23,0.0,0.04,0.55
450,Fortune Street,Wii,2011,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5
451,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.76
452,Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42
453,TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04
454,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03
455,Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33
456,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0.0,0.02,0.54
457,FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0.0,0.12,1.19
458,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0.0,0.02,0.22
459,F1 2010,PS3,2010,Racing,Codemasters,0.25,0.76,0.08,0.27,1.36
460,Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
461,Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.27,0.01,0.04,1.18
462,Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0.0,0.02,0.77
463,Mario's Picross,GB,1995,Puzzle,Nintendo,0.0,0.0,0.62,0.0,0.62
464,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.8
465,Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,0.16,0.0,0.0,0.01,0.17
466,Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03
467,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
468,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.15,0.03,0.06,0.79
469,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
470,Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.12
471,Super Robot Spirits,N64,1998,Fighting,Banpresto,0.0,0.0,0.04,0.03,0.07
472,Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0.0,0.0,0.08
473,FIFA Street 2,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.36000000000000004
474,Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0.0,0.01,0.0,0.0,0.01
475,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.4399999999999995
476,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04
477,Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03
478,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02
479,Derby Stallion 64,N64,2001,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15
480,In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.13
481,Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.13
482,San Goku Shi Taisen Ten,DS,2008,Strategy,Sega,0.0,0.0,0.07,0.0,0.07
483,Madden NFL 2002,GC,2001,Sports,Electronic Arts,0.47,0.12,0.0,0.02,0.61
484,Mappy,NES,1984,Platform,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69
485,Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06
486,Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,0.0,0.0,0.97,0.0,0.97
487,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.97,0.0,0.39,2.38
488,Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64
489,Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28
490,Shadow Master,PS,1997,Adventure,Psygnosis,0.05,0.04,0.0,0.01,0.09999999999999999
491,Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.34,0.2,0.13,0.9600000000000001
492,Mafia II,PS3,2010,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52
493,Skate,PS3,2007,Sports,Electronic Arts,0.29,0.05,0.0,0.04,0.37999999999999995
494,Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.46
495,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11
496,SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02
497,Puyo Pop,GBA,2001,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05
498,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.03
499,Front Mission 2,PS,1997,Strategy,SquareSoft,0.0,0.0,0.49,0.03,0.52
500,Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0.0,0.16,0.28
501,Blood: The Last Vampire (Joukan),PS2,2000,Adventure,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09
502,Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
503,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,0.62,0.18,0.16,2.2300000000000004
504,Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.08
505,Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,0.42,0.08,0.0,0.04,0.54
506,Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,0.0,0.07,0.0,0.01,0.08
507,Winning Post 7: Maximum 2007,PS3,2007,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
508,Resident Evil: Outbreak,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1,1.4500000000000002
509,Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,0.0,0.0,0.01,0.0,0.01
510,Rudolph the Red-Nosed Reindeer,DS,2010,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16
511,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.6700000000000002
512,Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,Nintendo,3.44,5.36,5.32,1.18,15.3
